,Key,Team,League,Season,Rank,Games,Wins,Draws,Losses,Points,GoalsFor,GoalsAgainst,GoalDifference,Goals,Possession,PassSuccess,CrossesPerGame,ThroughBallsPerGame,LongBallsPerGame,ShortPassesPerGame,OpenPlayGoals,CounterAttackGoals,SetPieceGoals,PenaltyGoals,OwnGoals,TotalTacklesPerGame,DribbledPastPerGame,TotalAttemptedTacklesPerGame,InterceptionsPerGame,FouledPerGame,FoulsPerGame,YellowCardPerGame,RedCardPerGame,OffsidesPerGame,ClearancesPerGame,ShotsBlockedPerGame,CrossesBlockedPerGame,TiotalSavesPerGame,SixYardSavesPerGame,PenaltyAreaSavesPerGame,OutOfBoxSavesPerGame,TotalShotsPerGame,OutOfBoxShotsPerGame,SixYardBoxShotsPerGame,PenaltyAreaShotsPerGame,GoalsPerGame,SixYardGoalsPerGame,PenaltyAreaGoalsPerGame,OutOfBoxGoalsPerGame,UnsuccessfulDribblesPerGame,SuccessfulDribblesPerGame,TotalDribblesPerGame,DisspossedPergame,TotalAerialDuelsPerGame,AerialDuelsWonPerGame,AerialDuelsLostPerGame,TotalPassesPerGame,AccurateLongBallsPerGame,InAccurateLongBallsPerGame,AccShortPassesPerGame,InAccurateShortPassesPerGame,TotalKeyPassesPerGame,LongKeyPassesPerGame,ShortKeyPassesPerGame,CrossAssistPerGame,CornerAssistPerGame,ThroughballAssistPerGame,FreekickAssistPerGame,ThrowInAssistPergame,OtherAssistPerGame,TotalAssistPerGame,ShotsOnTarget,ShotsOnTargetAgainst,ShotsOnTargetPer90,ShotsOnTargetAgainstPer90,Touches,TouchesDefPen,TouchesDefThird,TouchesMidThird,TouchesAttThird,TouchesAttPen,LiveTouches,NumOfPlayersDribbledPast,Nutmegs,Controlled,DistMovedWithBall,ProgressiveDistMoved,ProgC,ProgressiveIntoFinalThird,ProgressiveInto18Yard,Miscontrols,MiscontrolsAfterTackle,ProgressivePassReceived
163,Tottenham DL 2017/2018,Tottenham,Premier League,2017/2018,3.0,38.0,23.0,8.0,7.0,77.0,74.0,36.0,38.0,74,58.8,83.8,22,2,66,509,48,8,12,2,4,16.3,8.6,24.8,10.0,10.4,10.1,1.3,0.1,2.3,21.7,1.9,1.9,2.4,0.1,1.6,0.8,16.4,7.0,1.0,8.4,1.9,0.4,1.2,0.3,7.4,11.5,18.9,12.1,32.0,16.3,15.7,570.0,35.6,28.8,442.1,63.5,12.3,2.2,10.1,0.4,0.1,0.3,0.1,0.0,0.7,1.3,212,123,5.578947368,3.236842105,743.9,58.8,196.3,377.7,218.3,28.4,692.4,12.9,0.95,493.5,2507.2,1349.3,61.0,17.9,4.32,13.8,14.5,50.2
164,Chelsea DL 2017/2018,Chelsea,Premier League,2017/2018,5.0,38.0,21.0,7.0,10.0,70.0,62.0,38.0,24.0,62,54.4,84.3,20,2,57,509,45,1,11,3,2,16.7,9.0,25.7,11.1,10.7,9.6,1.1,0.1,2.8,20.2,2.8,2.2,2.1,0.1,1.1,1.0,15.9,6.5,0.9,8.5,1.6,0.3,1.0,0.3,5.8,13.5,19.3,10.8,29.9,16.2,13.7,559.6,29.8,26.5,441.8,61.4,12.8,1.6,11.3,0.4,0.1,0.1,0.1,0.0,0.6,1.1,209,116,5.5,3.052631579,722.3,66.5,228.8,342.7,199.9,29.6,677.4,12.6,1.08,477.7,2534.3,1436.8,62.1,17.0,5.87,13.1,11.2,45.2
165,Arsenal DL 2017/2018,Arsenal,Premier League,2017/2018,6.0,38.0,19.0,6.0,13.0,63.0,74.0,51.0,23.0,74,58.5,84.3,15,3,54,571,54,0,15,4,1,16.4,9.6,25.9,11.3,9.9,10.1,1.5,0.1,2.3,21.8,2.7,2.0,2.5,0.2,1.6,0.7,15.6,5.9,1.1,8.6,1.9,0.4,1.4,0.2,4.3,10.1,14.4,10.8,34.7,17.0,17.7,619.1,27.5,25.0,494.1,72.5,11.7,1.1,10.7,0.3,0.1,0.2,0.1,0.0,1.1,1.6,227,142,5.973684211,3.736842105,776.6,63.0,209.4,392.9,222.1,33.1,731.7,11.5,0.79,513.8,2541.4,1347.8,64.3,18.5,4.97,12.9,11.9,50.9
166,Crystal Palace DL 2017/2018,Crystal Palace,Premier League,2017/2018,11.0,38.0,11.0,11.0,16.0,44.0,45.0,55.0,-10.0,45,46.9,75.4,19,1,64,317,23,3,10,8,1,18.0,10.7,28.7,14.5,10.6,11.2,1.9,0.0,1.5,26.9,3.1,2.6,3.1,0.1,1.6,1.3,12.5,4.6,0.9,7.1,1.2,0.2,0.8,0.2,6.3,12.7,19.0,12.7,39.2,20.2,18.9,378.2,25.6,38.0,259.6,55.1,8.8,1.7,7.1,0.2,0.0,0.0,0.0,0.0,0.5,0.7,133,167,3.5,4.394736842,558.4,61.1,182.0,258.7,150.2,24.1,507.8,13.3,0.5,321.4,1653.2,890.5,38.1,12.3,4.42,13.8,13.8,32.0
167,Burnley DL 2017/2018,Burnley,Premier League,2017/2018,7.0,38.0,14.0,12.0,12.0,54.0,36.0,39.0,-3.0,36,45.1,70.5,19,0,81,282,27,0,8,0,1,14.0,9.2,23.2,10.6,11.1,9.2,1.7,0.0,2.6,31.2,5.0,3.5,3.2,0.1,1.9,1.2,9.9,3.5,0.8,5.7,0.9,0.2,0.6,0.1,3.4,5.7,9.1,9.1,51.2,25.2,26.1,357.2,31.7,47.9,220.1,57.3,7.3,2.2,5.1,0.3,0.1,0.1,0.0,0.0,0.4,0.7,126,160,3.315789474,4.210526316,523.1,66.4,178.7,239.0,129.5,17.6,474.6,7.21,0.53,272.8,1318.1,658.2,25.8,8.42,1.89,12.2,10.6,26.7
168,Leicester DL 2017/2018,Leicester,Premier League,2017/2018,9.0,38.0,12.0,11.0,15.0,47.0,56.0,60.0,-4.0,56,48.3,74.7,20,2,71,333,29,7,12,5,3,16.6,10.7,27.3,10.9,9.4,9.6,1.4,0.1,2.4,24.2,3.4,2.9,2.8,0.1,1.4,1.2,11.1,4.3,1.0,5.8,1.5,0.4,0.8,0.2,7.8,11.1,18.9,9.4,40.9,20.9,20.0,400.0,31.2,39.0,267.5,62.3,7.8,1.6,6.3,0.3,0.1,0.2,0.0,0.0,0.6,1.0,137,161,3.605263158,4.236842105,571.5,62.9,187.2,279.0,140.0,19.4,520.4,12.0,0.71,322.8,1751.5,927.8,34.6,10.6,3.11,12.3,12.1,29.2
169,West Ham DL 2017/2018,West Ham,Premier League,2017/2018,13.0,38.0,10.0,12.0,16.0,42.0,48.0,68.0,-20.0,48,46.4,75.5,19,1,69,313,32,4,10,2,0,16.4,10.1,26.5,12.8,11.8,10.0,1.9,0.1,2.6,26.5,4.1,2.6,3.2,0.2,1.5,1.5,9.8,3.7,0.7,5.4,1.3,0.3,0.8,0.2,5.7,11.1,16.9,10.2,40.7,19.8,21.0,378.0,29.2,38.4,256.2,54.2,7.3,1.8,5.5,0.2,0.1,0.1,0.0,0.0,0.5,0.9,128,180,3.368421053,4.736842105,547.1,63.2,174.7,270.9,132.0,17.6,495.6,10.8,0.58,309.9,1570.4,790.0,31.8,9.76,2.53,12.4,12.5,26.7
170,Newcastle DL 2017/2018,Newcastle,Premier League,2017/2018,10.0,38.0,12.0,8.0,18.0,44.0,39.0,47.0,-8.0,39,43.8,72.3,16,2,69,303,23,4,11,0,1,16.9,10.9,27.9,11.6,9.7,10.8,1.4,0.1,1.7,29.6,3.1,2.9,2.7,0.3,1.8,0.6,11.9,5.6,0.9,5.4,1.0,0.3,0.6,0.1,6.1,8.0,14.1,10.8,48.5,23.8,24.8,369.2,27.1,41.6,239.9,60.6,8.5,1.4,7.1,0.2,0.1,0.1,0.0,0.0,0.5,0.8,152,145,4.0,3.815789474,539.7,63.3,198.2,239.1,132.3,18.1,491.3,9.92,0.66,291.3,1448.1,773.0,28.3,9.84,2.21,12.7,12.2,27.4
171,Stoke DL 2017/2018,Stoke,Premier League,2017/2018,19.0,38.0,7.0,12.0,19.0,33.0,35.0,68.0,-33.0,35,43.7,71.5,16,1,68,276,22,2,10,0,1,17.9,9.8,27.7,12.1,9.9,11.5,1.6,0.0,2.3,30.6,3.7,3.0,3.9,0.3,2.1,1.6,10.1,4.0,0.8,5.2,0.9,0.2,0.5,0.2,4.8,8.6,13.3,10.6,47.2,26.0,21.1,339.2,28.5,38.1,214.2,58.5,7.7,1.2,6.5,0.2,0.1,0.1,0.1,0.0,0.3,0.8,122,212,3.210526316,5.578947368,507.9,70.5,177.6,233.4,123.8,18.2,458.4,10.3,0.71,265.4,1360.6,687.1,26.0,8.84,2.32,12.9,10.7,27.4
172,Brighton DL 2017/2018,Brighton,Premier League,2017/2018,15.0,38.0,9.0,13.0,16.0,40.0,34.0,54.0,-20.0,34,45.1,74.9,18,1,75,316,23,0,5,5,1,15.7,11.5,27.1,11.9,7.3,10.9,1.4,0.1,2.6,28.6,5.0,2.9,3.2,0.2,1.7,1.3,10.1,4.0,0.9,5.1,0.9,0.3,0.5,0.1,4.9,7.8,12.7,7.9,42.4,21.4,21.0,386.1,33.9,39.2,255.4,57.7,7.5,1.6,5.9,0.2,0.0,0.1,0.0,0.0,0.4,0.7,113,171,2.973684211,4.5,547.4,72.1,210.5,243.0,124.6,17.3,502.6,8.82,0.32,305.9,1623.3,861.1,30.6,9.45,2.97,12.2,10.2,27.1
173,Everton DL 2017/2018,Everton,Premier League,2017/2018,8.0,38.0,13.0,10.0,15.0,49.0,44.0,58.0,-14.0,44,46.7,74.3,17,1,73,321,29,2,6,5,2,16.9,10.2,27.2,13.5,9.6,12.1,1.3,0.1,2.2,32.3,4.2,2.7,3.2,0.2,1.7,1.3,9.4,3.4,0.7,5.4,1.2,0.2,0.7,0.2,5.2,6.9,12.1,10.0,43.2,20.4,22.9,388.1,28.8,42.9,259.7,56.7,7.0,1.4,5.6,0.1,0.1,0.1,0.0,0.0,0.5,0.7,108,175,2.842105263,4.6052631580000005,563.3,67.8,194.1,263.3,135.7,17.9,515.2,9.03,0.53,313.4,1528.1,760.4,28.6,8.66,2.45,14.4,11.5,29.1
174,Southampton DL 2017/2018,Southampton,Premier League,2017/2018,17.0,38.0,7.0,15.0,16.0,36.0,37.0,56.0,-19.0,37,51.0,77.5,21,1,67,388,19,2,12,3,1,17.3,9.5,26.8,12.2,9.9,10.9,1.7,0.1,1.9,25.1,3.4,2.5,2.9,0.1,1.6,1.2,11.8,4.7,0.9,6.2,1.0,0.2,0.7,0.1,4.0,10.0,14.0,10.0,40.4,18.5,22.0,451.9,25.7,41.2,324.4,60.6,9.0,1.6,7.5,0.2,0.1,0.0,0.0,0.0,0.4,0.6,138,165,3.631578947,4.3421052630000005,617.2,57.7,188.3,304.2,162.3,21.3,567.6,10.5,0.61,373.4,1883.9,1019.6,41.4,12.9,3.37,11.6,11.2,35.6
175,Watford DL 2017/2018,Watford,Premier League,2017/2018,14.0,38.0,11.0,8.0,19.0,41.0,44.0,64.0,-20.0,44,49.3,75.5,19,1,65,352,29,1,9,3,2,17.6,9.8,27.4,12.3,10.0,11.6,1.7,0.1,1.9,25.1,2.6,1.9,2.4,0.2,1.4,0.8,11.6,4.3,0.8,6.4,1.2,0.3,0.7,0.2,6.1,8.7,14.9,10.8,46.4,22.6,23.8,411.9,28.2,35.2,283.0,65.6,8.5,1.2,7.3,0.2,0.1,0.0,0.0,0.0,0.5,0.7,128,151,3.368421053,3.973684211,584.0,59.0,181.6,279.0,154.6,23.5,533.2,9.55,0.89,326.3,1644.7,886.2,37.6,11.9,3.82,13.8,12.5,32.2
176,Bournemouth DL 2017/2018,Bournemouth,Premier League,2017/2018,12.0,38.0,11.0,11.0,16.0,44.0,45.0,61.0,-16.0,45,48.5,77.0,19,1,62,368,26,0,16,3,0,13.4,8.6,22.0,9.7,10.8,8.9,1.4,0.0,1.4,27.3,4.2,2.9,2.9,0.2,1.6,1.2,12.2,5.1,0.7,6.5,1.2,0.2,0.8,0.2,7.8,9.0,16.8,11.0,39.1,19.0,20.1,424.5,26.3,34.2,300.7,63.3,9.2,1.3,7.9,0.2,0.1,0.1,0.1,0.0,0.6,0.9,153,171,4.026315789,4.5,601.2,69.2,211.1,274.4,155.0,23.8,548.7,10.6,0.71,343.7,1946.4,1082.0,43.0,12.7,4.21,14.0,13.9,33.6
177,West Bromwich DL 2017/2018,West Bromwich,Premier League,2017/2018,20.0,38.0,6.0,13.0,19.0,31.0,31.0,56.0,-25.0,31,42.8,72.4,21,1,72,279,14,2,14,1,0,15.9,10.8,26.7,12.3,9.1,11.6,1.9,0.0,2.1,26.1,3.9,2.6,2.6,0.1,1.3,1.2,9.9,3.8,1.1,5.0,0.8,0.4,0.4,0.1,5.4,8.5,13.9,11.7,42.3,21.1,21.2,347.8,29.3,41.8,222.5,54.3,7.2,1.7,5.4,0.3,0.1,0.1,0.1,0.0,0.2,0.6,106,155,2.789473684,4.078947368,514.2,64.7,185.7,228.4,129.4,17.1,465.8,9.76,0.76,281.3,1463.5,761.4,28.4,8.89,2.11,13.6,13.1,26.0
178,Huddersfield DL 2017/2018,Huddersfield,Premier League,2017/2018,16.0,38.0,9.0,10.0,19.0,37.0,28.0,58.0,-30.0,28,46.4,74.0,20,1,68,329,17,2,4,2,3,19.6,10.0,29.6,13.7,9.6,10.4,1.6,0.1,1.8,28.2,3.1,2.2,2.7,0.1,1.6,1.0,9.5,4.1,0.6,4.8,0.7,0.1,0.5,0.0,5.7,7.3,12.9,10.9,42.7,21.2,21.5,393.7,28.2,39.3,263.3,62.9,6.9,1.2,5.7,0.1,0.0,0.0,0.0,0.0,0.3,0.5,105,153,2.763157895,4.026315789,571.9,63.4,196.1,264.5,144.9,15.6,521.3,8.11,0.66,317.2,1663.3,826.5,32.2,11.1,2.95,13.5,13.0,26.6
179,Swansea DL 2017/2018,Swansea,Premier League,2017/2018,18.0,38.0,8.0,9.0,21.0,33.0,28.0,56.0,-28.0,28,46.0,78.2,18,1,69,349,16,0,10,1,1,16.1,8.7,24.7,10.3,10.5,9.9,1.3,0.0,1.0,24.8,3.3,2.4,3.6,0.2,2.2,1.2,8.9,3.8,0.7,4.4,0.7,0.2,0.4,0.1,5.4,8.4,13.8,11.6,39.3,18.5,20.8,413.7,30.5,37.4,292.9,52.9,5.8,1.2,4.7,0.2,0.1,0.1,0.0,0.0,0.3,0.5,94,182,2.473684211,4.789473684,572.5,68.3,198.6,276.3,132.8,15.8,523.8,9.79,0.45,349.4,1802.3,942.2,34.6,9.87,2.16,12.2,12.1,28.1
180,Manchester City DL 2018/2019,Manchester City,Premier League,2018/2019,1.0,38.0,32.0,2.0,4.0,98.0,95.0,23.0,72.0,95,64.0,89.0,21,3,48,655,72,5,11,3,4,13.7,7.2,20.9,9.5,7.9,8.6,1.2,0.0,2.6,14.3,1.7,0.9,1.5,0.1,0.9,0.6,18.0,6.3,1.6,10.2,2.5,0.5,1.5,0.4,7.8,11.5,19.3,10.3,28.3,14.3,13.9,699.3,28.9,18.8,593.4,58.2,13.6,1.3,12.3,0.3,0.0,0.2,0.1,0.0,1.4,1.9,249,76,6.552631579,2.0,847.7,54.7,181.1,447.7,278.8,43.5,805.7,12.3,0.92,621.0,3268.8,1920.3,87.8,25.7,8.32,11.7,12.1,55.3
181,Liverpool DL 2018/2019,Liverpool,Premier League,2018/2019,2.0,38.0,30.0,7.0,1.0,97.0,89.0,22.0,67.0,89,58.8,84.4,19,3,60,567,53,6,20,7,3,16.1,8.0,24.1,8.3,9.1,8.3,1.0,0.1,2.0,16.8,2.1,1.3,1.9,0.2,1.1,0.6,15.1,5.2,1.4,8.5,2.3,0.5,1.6,0.1,6.9,9.4,16.3,11.2,31.6,16.0,15.6,622.0,30.7,28.5,494.6,68.2,11.2,1.9,9.3,0.4,0.1,0.2,0.1,0.0,0.8,1.4,211,96,5.552631579,2.526315789,781.4,55.0,208.5,406.3,214.4,33.3,732.5,10.8,1.24,547.6,2525.2,1381.3,59.2,16.8,5.24,13.9,13.5,51.7
182,Chelsea DL 2018/2019,Chelsea,Premier League,2018/2019,3.0,38.0,21.0,9.0,8.0,72.0,63.0,39.0,24.0,63,59.9,87.6,18,4,46,616,45,1,10,5,2,16.3,7.9,24.2,9.3,11.2,8.9,1.3,0.0,2.2,15.6,1.9,1.7,2.2,0.2,1.0,1.1,16.0,6.0,0.9,9.1,1.7,0.2,1.2,0.2,6.7,11.8,18.5,12.1,27.6,14.0,13.6,659.8,28.8,17.9,549.1,64.0,13.0,1.6,11.4,0.3,0.1,0.3,0.0,0.0,0.8,1.4,190,120,5.0,3.157894737,810.9,61.1,219.3,401.3,248.8,31.1,765.2,12.6,0.53,580.7,2933.5,1707.8,72.9,20.9,6.68,11.3,14.8,49.3
183,Tottenham DL 2018/2019,Tottenham,Premier League,2018/2019,4.0,38.0,23.0,2.0,13.0,71.0,67.0,39.0,28.0,67,56.7,83.2,17,2,60,505,41,5,16,4,1,16.5,8.1,24.6,8.6,9.6,9.9,1.5,0.1,1.9,20.2,2.9,2.0,3.2,0.1,2.1,1.0,14.1,5.6,1.3,7.3,1.8,0.4,0.9,0.4,7.9,9.7,17.7,9.2,32.3,16.1,16.3,560.4,29.1,30.5,437.1,63.7,10.3,1.5,8.8,0.3,0.1,0.1,0.1,0.0,0.8,1.2,185,147,4.8684210530000005,3.868421053,717.8,70.0,225.2,350.1,186.6,26.5,669.8,11.1,0.97,486.4,2329.5,1234.7,48.3,15.1,4.5,13.1,12.6,41.4
184,Arsenal DL 2018/2019,Arsenal,Premier League,2018/2019,5.0,38.0,21.0,7.0,10.0,70.0,73.0,51.0,22.0,73,56.1,83.3,16,2,55,499,49,3,13,4,4,16.0,8.1,24.1,10.8,12.0,10.8,1.9,0.1,2.3,20.1,3.1,1.4,3.5,0.2,2.0,1.3,12.3,4.1,1.2,7.0,1.9,0.4,1.2,0.3,6.1,8.0,14.1,10.8,31.8,14.9,16.9,547.5,27.5,26.8,428.6,64.6,9.6,1.3,8.3,0.2,0.1,0.1,0.0,0.0,1.0,1.4,159,172,4.184210526,4.526315789,701.8,70.7,225.3,343.0,179.9,29.2,652.8,9.58,0.66,482.0,2477.5,1333.5,55.4,15.6,5.32,12.3,12.6,42.7
185,Crystal Palace DL 2018/2019,Crystal Palace,Premier League,2018/2019,12.0,38.0,14.0,7.0,17.0,49.0,51.0,53.0,-2.0,51,46.6,76.8,15,1,60,346,28,2,8,10,3,19.3,8.1,27.4,11.7,10.3,10.2,1.5,0.1,2.1,24.7,3.7,2.5,2.9,0.1,1.8,1.0,13.0,4.8,0.8,7.4,1.3,0.2,0.9,0.2,7.6,9.9,17.6,12.4,37.1,18.1,19.0,401.1,24.1,35.3,284.0,57.6,9.4,1.5,7.9,0.1,0.0,0.1,0.0,0.0,0.7,0.9,136,158,3.578947368,4.157894737,574.6,63.9,198.9,262.0,151.8,26.6,525.5,13.1,0.55,359.6,1899.3,1041.3,44.6,13.0,5.32,12.9,13.8,33.1
186,Leicester DL 2018/2019,Leicester,Premier League,2018/2019,9.0,38.0,15.0,7.0,16.0,52.0,51.0,48.0,3.0,51,50.8,79.2,21,3,62,394,24,8,11,5,3,17.8,8.2,26.0,11.5,9.9,9.2,1.5,0.1,1.9,24.9,2.5,2.7,2.4,0.2,1.4,0.8,13.6,5.7,0.9,6.9,1.3,0.2,0.8,0.2,7.2,10.3,17.5,9.4,39.7,21.5,18.2,453.1,30.7,30.7,328.2,63.5,10.1,1.9,8.2,0.3,0.0,0.2,0.0,0.0,0.4,0.9,173,135,4.552631579,3.552631579,624.1,63.7,199.8,300.8,163.9,22.9,574.7,10.8,1.0,398.8,2126.2,1155.7,46.4,14.3,4.45,12.8,11.5,35.6
187,West Ham DL 2018/2019,West Ham,Premier League,2018/2019,10.0,38.0,15.0,7.0,16.0,52.0,52.0,55.0,-3.0,52,49.0,78.7,17,2,62,372,32,3,11,5,1,19.0,10.6,29.6,12.0,10.2,8.7,1.6,0.0,1.9,22.5,3.7,2.3,3.8,0.3,2.3,1.2,11.6,4.3,1.0,6.3,1.4,0.4,0.8,0.1,7.3,10.2,17.6,10.2,33.7,16.9,16.8,430.4,29.0,31.9,309.6,60.0,8.6,1.7,6.9,0.2,0.1,0.2,0.0,0.0,0.5,0.9,147,192,3.868421053,5.052631579,595.3,64.4,187.6,288.7,158.2,22.8,546.2,10.9,0.84,374.1,2024.8,1050.7,43.3,13.7,4.39,12.5,12.7,31.4
188,Everton DL 2018/2019,Everton,Premier League,2018/2019,8.0,38.0,15.0,9.0,14.0,54.0,54.0,46.0,8.0,54,51.0,77.3,22,1,61,377,33,2,16,2,1,18.4,7.7,26.1,11.9,11.0,11.4,1.4,0.1,1.8,21.7,2.2,1.7,2.4,0.3,1.2,1.0,13.1,4.3,0.9,8.0,1.4,0.3,0.9,0.2,6.8,8.7,15.5,12.3,47.1,23.5,23.6,434.1,27.2,33.6,308.5,64.8,9.3,1.7,7.6,0.3,0.0,0.2,0.0,0.0,0.5,0.9,159,130,4.184210526,3.421052632,611.4,61.9,193.0,288.4,166.8,24.8,559.3,10.3,0.58,373.5,1943.6,1002.1,40.6,11.9,3.87,15.5,13.4,37.3
189,Wolverhampton DL 2018/2019,Wolverhampton,Premier League,2018/2019,7.0,38.0,16.0,9.0,13.0,57.0,47.0,46.0,1.0,47,47.4,78.2,16,1,68,373,26,5,11,4,1,18.9,10.0,29.0,13.2,8.6,10.8,1.9,0.0,1.9,21.7,3.9,2.1,2.6,0.3,1.3,1.0,12.6,4.7,1.0,6.8,1.2,0.3,0.9,0.1,7.0,8.7,15.7,10.6,42.7,21.6,21.1,437.3,33.1,34.1,308.8,61.4,9.2,1.8,7.5,0.3,0.1,0.1,0.1,0.0,0.5,0.9,141,139,3.710526316,3.657894737,601.2,58.3,195.9,292.6,148.8,21.2,555.1,9.58,0.45,375.1,1887.1,1075.1,43.6,11.8,4.68,12.2,12.0,32.9
190,Manchester United DL 2018/2019,Manchester United,Premier League,2018/2019,6.0,38.0,19.0,9.0,10.0,66.0,65.0,54.0,11.0,65,53.3,82.3,17,2,60,450,40,4,12,9,0,15.3,8.0,23.3,9.3,10.4,11.4,1.9,0.1,2.4,20.7,3.4,1.9,3.2,0.2,1.4,1.5,13.8,5.7,1.1,7.1,1.7,0.4,1.1,0.3,6.1,8.4,14.6,11.2,33.1,18.3,14.7,505.3,31.0,28.0,384.7,61.6,10.1,1.2,8.9,0.1,0.0,0.1,0.0,0.0,0.8,1.1,211,169,5.552631579,4.447368421,662.3,62.2,193.2,334.5,174.5,26.4,613.0,9.34,0.47,439.6,2150.1,1162.5,50.2,14.5,5.29,12.2,11.9,40.2
191,Newcastle DL 2018/2019,Newcastle,Premier League,2018/2019,13.0,38.0,12.0,9.0,17.0,45.0,42.0,48.0,-6.0,42,42.9,72.9,19,1,71,288,29,1,10,1,1,18.8,8.5,27.3,13.3,8.7,11.1,1.5,0.1,1.6,29.4,3.5,2.6,2.5,0.3,1.4,0.8,11.7,4.7,0.7,6.3,1.1,0.3,0.8,0.1,5.5,6.2,11.7,10.6,45.5,21.2,24.3,354.9,29.5,41.0,229.2,55.2,8.6,1.7,6.9,0.4,0.1,0.0,0.0,0.0,0.5,0.9,135,136,3.552631579,3.578947368,528.9,66.4,199.3,228.7,130.2,18.7,482.1,8.42,0.74,295.4,1447.2,764.2,29.4,9.84,2.63,12.6,12.0,26.8
192,Burnley DL 2018/2019,Burnley,Premier League,2018/2019,15.0,38.0,11.0,7.0,20.0,40.0,45.0,68.0,-23.0,45,43.4,70.3,18,1,78,269,26,1,14,2,2,15.4,7.9,23.3,9.7,9.4,9.5,2.0,0.0,2.8,28.4,5.8,2.3,3.6,0.2,2.1,1.2,9.5,2.8,1.6,5.1,1.2,0.5,0.6,0.1,4.3,5.4,9.7,8.3,55.1,27.6,27.4,342.3,31.3,45.0,209.2,56.8,6.7,1.7,5.1,0.3,0.1,0.1,0.0,0.0,0.5,0.8,114,197,3.0,5.184210526,505.0,69.3,168.8,235.4,125.8,18.4,456.0,6.29,0.24,265.5,1331.8,653.2,25.8,8.26,1.61,12.9,9.18,25.9
193,Watford DL 2018/2019,Watford,Premier League,2018/2019,11.0,38.0,14.0,8.0,16.0,50.0,52.0,59.0,-7.0,52,47.4,76.1,15,1,65,346,35,3,12,1,1,17.3,9.6,26.9,11.3,10.1,11.4,2.0,0.1,2.3,25.2,3.2,2.0,3.3,0.2,2.0,1.1,11.5,4.1,0.7,6.7,1.4,0.2,0.9,0.2,6.6,7.7,14.3,11.0,41.7,20.3,21.4,406.8,27.1,37.0,282.6,60.2,8.2,1.0,7.2,0.2,0.1,0.1,0.1,0.0,0.8,1.0,151,170,3.973684211,4.473684211,569.6,63.0,181.5,266.1,151.3,25.1,522.3,9.16,0.74,337.8,1583.4,823.9,35.8,10.2,4.32,13.4,13.4,33.0
194,Southampton DL 2018/2019,Southampton,Premier League,2018/2019,16.0,38.0,9.0,12.0,17.0,39.0,45.0,65.0,-20.0,45,45.4,74.0,18,1,63,316,31,1,8,4,1,18.4,9.7,28.1,14.4,9.0,11.1,1.9,0.1,1.6,28.1,4.0,2.1,3.0,0.2,1.8,1.0,12.7,5.5,0.9,6.3,1.2,0.2,0.6,0.3,5.8,7.6,13.4,10.0,43.8,20.4,23.3,376.2,23.4,39.6,255.0,58.2,9.0,1.3,7.7,0.1,0.0,0.1,0.0,0.0,0.6,0.7,153,170,4.026315789,4.473684211,550.0,59.6,168.9,259.2,152.7,20.7,503.2,9.53,0.71,318.6,1624.4,843.4,36.9,11.9,3.79,12.5,10.7,31.6
195,Bournemouth DL 2018/2019,Bournemouth,Premier League,2018/2019,14.0,38.0,13.0,6.0,19.0,45.0,56.0,70.0,-14.0,56,47.7,78.1,16,2,52,373,26,9,13,7,1,13.8,7.3,21.1,9.8,11.6,8.9,1.6,0.0,1.5,26.9,4.0,2.2,2.8,0.2,1.5,1.1,11.7,4.0,0.9,6.8,1.5,0.3,1.0,0.2,7.6,7.7,15.3,9.3,38.7,18.8,19.8,419.6,21.2,29.7,306.7,62.1,8.8,1.0,7.8,0.2,0.1,0.1,0.1,0.0,0.8,1.1,153,167,4.026315789,4.394736842,583.4,68.6,215.2,255.2,149.0,24.9,533.3,8.79,0.68,350.1,1827.6,993.1,36.9,12.9,3.79,12.9,12.9,35.3
196,Cardiff DL 2018/2019,Cardiff,Premier League,2018/2019,18.0,38.0,10.0,4.0,24.0,34.0,34.0,69.0,-35.0,34,39.1,63.9,15,1,67,204,19,0,11,3,1,17.2,9.6,26.9,13.9,10.3,9.8,1.7,0.0,2.0,25.8,3.9,1.7,3.6,0.1,2.5,1.1,11.0,4.4,1.1,5.5,0.9,0.3,0.4,0.1,5.7,6.8,12.5,8.7,51.7,25.8,25.9,269.1,22.9,43.2,148.9,54.1,7.8,1.8,6.0,0.1,0.0,0.0,0.0,0.0,0.4,0.5,112,201,2.947368421,5.289473684,427.8,61.7,143.2,181.7,122.4,19.5,380.7,7.76,0.45,212.2,1050.3,537.5,22.6,6.89,2.66,11.5,10.6,23.7
